Area,Year,Age_Group,Count
Busan,2012,30-39 Years old,126565
Busan,2012,40-49 Years old,203909
Busan,2012,50-59 Years old,249395
Busan,2012,60-69 Years old,163349
Busan,2012,70-79 Years old,82635
Busan,2012,80 years and over,15379
Busan,2012,Under 30 years,19094
Busan,2012,dead,14166
Busan,2013,30-39 Years old,123796
Busan,2013,40-49 Years old,206055
Busan,2013,50-59 Years old,259126
Busan,2013,60-69 Years old,174590
Busan,2013,70-79 Years old,95219
Busan,2013,80 years and over,18793
Busan,2013,Under 30 years,17269
Busan,2013,dead,15037
Busan,2014,30-39 Years old,121996
Busan,2014,40-49 Years old,208578
Busan,2014,50-59 Years old,257764
Busan,2014,60-69 Years old,181462
Busan,2014,70-79 Years old,100365
Busan,2014,80 years and over,20616
Busan,2014,Under 30 years,16180
Busan,2014,dead,16095
Busan,2015,30-39 Years old,122574
Busan,2015,40-49 Years old,211192
Busan,2015,50-59 Years old,256893
Busan,2015,60-69 Years old,196100
Busan,2015,70-79 Years old,105793
Busan,2015,80 years and over,24128
Busan,2015,Under 30 years,17804
Busan,2015,dead,15719
Busan,2016,30-39 Years old,121982
Busan,2016,40-49 Years old,210121
Busan,2016,50-59 Years old,254641
Busan,2016,60-69 Years old,205148
Busan,2016,70-79 Years old,107689
Busan,2016,80 years and over,27157
Busan,2016,Under 30 years,16970
Busan,2016,dead,15710
Busan,2017,30-39 Years old,118460
Busan,2017,40-49 Years old,208817
Busan,2017,50-59 Years old,252548
Busan,2017,60-69 Years old,214267
Busan,2017,70-79 Years old,115600
Busan,2017,80 years and over,30924
Busan,2017,Under 30 years,16588
Busan,2017,dead,16389
Busan,2018,30-39 Years old,112119
Busan,2018,40-49 Years old,205127
Busan,2018,50-59 Years old,251782
Busan,2018,60-69 Years old,220893
Busan,2018,70-79 Years old,122835
Busan,2018,80 years and over,34926
Busan,2018,Under 30 years,15375
Busan,2018,dead,17367
Busan,2019,30-39 Years old,103194
Busan,2019,40-49 Years old,202929
Busan,2019,50-59 Years old,249838
Busan,2019,60-69 Years old,229175
Busan,2019,70-79 Years old,129547
Busan,2019,80 years and over,39629
Busan,2019,Under 30 years,14107
Busan,2019,dead,18557
Busan,2020,30-39 Years old,97286
Busan,2020,40-49 Years old,204662
Busan,2020,50-59 Years old,246238
Busan,2020,60-69 Years old,240931
Busan,2020,70-79 Years old,135123
Busan,2020,80 years and over,44323
Busan,2020,Under 30 years,14337
Busan,2020,dead,19006
Busan,2021,30-39 Years old,94141
Busan,2021,40-49 Years old,204191
Busan,2021,50-59 Years old,243735
Busan,2021,60-69 Years old,253198
Busan,2021,70-79 Years old,139640
Busan,2021,80 years and over,49490
Busan,2021,Under 30 years,16372
Busan,2021,dead,18329
Busan,2022,30-39 Years old,88663
Busan,2022,40-49 Years old,201989
Busan,2022,50-59 Years old,242329
Busan,2022,60-69 Years old,258354
Busan,2022,70-79 Years old,146791
Busan,2022,80 years and over,56513
Busan,2022,Under 30 years,15960
Busan,2022,dead,19586
Busan,2023,30-39 Years old,84989
Busan,2023,40-49 Years old,202455
Busan,2023,50-59 Years old,245421
Busan,2023,60-69 Years old,266290
Busan,2023,70-79 Years old,154637
Busan,2023,80 years and over,63039
Busan,2023,Under 30 years,14460
Busan,2023,dead,19970
Chungcheongbuk-do,2012,30-39 Years old,59838
Chungcheongbuk-do,2012,40-49 Years old,93530
Chungcheongbuk-do,2012,50-59 Years old,98469
Chungcheongbuk-do,2012,60-69 Years old,60288
Chungcheongbuk-do,2012,70-79 Years old,42312
Chungcheongbuk-do,2012,80 years and over,9693
Chungcheongbuk-do,2012,Under 30 years,9237
Chungcheongbuk-do,2012,dead,12341
Chungcheongbuk-do,2013,30-39 Years old,59327
Chungcheongbuk-do,2013,40-49 Years old,96704
Chungcheongbuk-do,2013,50-59 Years old,103009
Chungcheongbuk-do,2013,60-69 Years old,63556
Chungcheongbuk-do,2013,70-79 Years old,45671
Chungcheongbuk-do,2013,80 years and over,11346
Chungcheongbuk-do,2013,Under 30 years,8394
Chungcheongbuk-do,2013,dead,13416
Chungcheongbuk-do,2014,30-39 Years old,57621
Chungcheongbuk-do,2014,40-49 Years old,98636
Chungcheongbuk-do,2014,50-59 Years old,103913
Chungcheongbuk-do,2014,60-69 Years old,66236
Chungcheongbuk-do,2014,70-79 Years old,45956
Chungcheongbuk-do,2014,80 years and over,11274
Chungcheongbuk-do,2014,Under 30 years,8117
Chungcheongbuk-do,2014,dead,15081
Chungcheongbuk-do,2015,30-39 Years old,57414
Chungcheongbuk-do,2015,40-49 Years old,99532
Chungcheongbuk-do,2015,50-59 Years old,106136
Chungcheongbuk-do,2015,60-69 Years old,69810
Chungcheongbuk-do,2015,70-79 Years old,45046
Chungcheongbuk-do,2015,80 years and over,12453
Chungcheongbuk-do,2015,Under 30 years,9364
Chungcheongbuk-do,2015,dead,14781
Chungcheongbuk-do,2016,30-39 Years old,55380
Chungcheongbuk-do,2016,40-49 Years old,99235
Chungcheongbuk-do,2016,50-59 Years old,109299
Chungcheongbuk-do,2016,60-69 Years old,76707
Chungcheongbuk-do,2016,70-79 Years old,46837
Chungcheongbuk-do,2016,80 years and over,14734
Chungcheongbuk-do,2016,Under 30 years,8154
Chungcheongbuk-do,2016,dead,15926
Chungcheongbuk-do,2017,30-39 Years old,53726
Chungcheongbuk-do,2017,40-49 Years old,99499
Chungcheongbuk-do,2017,50-59 Years old,112553
Chungcheongbuk-do,2017,60-69 Years old,83781
Chungcheongbuk-do,2017,70-79 Years old,50509
Chungcheongbuk-do,2017,80 years and over,17219
Chungcheongbuk-do,2017,Under 30 years,7929
Chungcheongbuk-do,2017,dead,16580
Chungcheongbuk-do,2018,30-39 Years old,53446
Chungcheongbuk-do,2018,40-49 Years old,98949
Chungcheongbuk-do,2018,50-59 Years old,115498
Chungcheongbuk-do,2018,60-69 Years old,89050
Chungcheongbuk-do,2018,70-79 Years old,52064
Chungcheongbuk-do,2018,80 years and over,19846
Chungcheongbuk-do,2018,Under 30 years,8448
Chungcheongbuk-do,2018,dead,15747
Chungcheongbuk-do,2019,30-39 Years old,53270
Chungcheongbuk-do,2019,40-49 Years old,99145
Chungcheongbuk-do,2019,50-59 Years old,120105
Chungcheongbuk-do,2019,60-69 Years old,95320
Chungcheongbuk-do,2019,70-79 Years old,54017
Chungcheongbuk-do,2019,80 years and over,22319
Chungcheongbuk-do,2019,Under 30 years,8596
Chungcheongbuk-do,2019,dead,16594
Chungcheongbuk-do,2020,30-39 Years old,52281
Chungcheongbuk-do,2020,40-49 Years old,99825
Chungcheongbuk-do,2020,50-59 Years old,121707
Chungcheongbuk-do,2020,60-69 Years old,103199
Chungcheongbuk-do,2020,70-79 Years old,55469
Chungcheongbuk-do,2020,80 years and over,24319
Chungcheongbuk-do,2020,Under 30 years,9023
Chungcheongbuk-do,2020,dead,16948
Chungcheongbuk-do,2021,30-39 Years old,50632
Chungcheongbuk-do,2021,40-49 Years old,98494
Chungcheongbuk-do,2021,50-59 Years old,121898
Chungcheongbuk-do,2021,60-69 Years old,113736
Chungcheongbuk-do,2021,70-79 Years old,56323
Chungcheongbuk-do,2021,80 years and over,26626
Chungcheongbuk-do,2021,Under 30 years,9427
Chungcheongbuk-do,2021,dead,16230
Chungcheongbuk-do,2022,30-39 Years old,47183
Chungcheongbuk-do,2022,40-49 Years old,98013
Chungcheongbuk-do,2022,50-59 Years old,122193
Chungcheongbuk-do,2022,60-69 Years old,118519
Chungcheongbuk-do,2022,70-79 Years old,59342
Chungcheongbuk-do,2022,80 years and over,29426
Chungcheongbuk-do,2022,Under 30 years,8834
Chungcheongbuk-do,2022,dead,16192
Chungcheongbuk-do,2023,30-39 Years old,46355
Chungcheongbuk-do,2023,40-49 Years old,97472
Chungcheongbuk-do,2023,50-59 Years old,125774
Chungcheongbuk-do,2023,60-69 Years old,123909
Chungcheongbuk-do,2023,70-79 Years old,62231
Chungcheongbuk-do,2023,80 years and over,31366
Chungcheongbuk-do,2023,Under 30 years,8448
Chungcheongbuk-do,2023,dead,16094
Chungcheongnam-do,2012,30-39 Years old,74652
Chungcheongnam-do,2012,40-49 Years old,109195
Chungcheongnam-do,2012,50-59 Years old,110639
Chungcheongnam-do,2012,60-69 Years old,76934
Chungcheongnam-do,2012,70-79 Years old,58976
Chungcheongnam-do,2012,80 years and over,15490
Chungcheongnam-do,2012,Under 30 years,11168
Chungcheongnam-do,2012,dead,19448
Chungcheongnam-do,2013,30-39 Years old,73508
Chungcheongnam-do,2013,40-49 Years old,112831
Chungcheongnam-do,2013,50-59 Years old,117645
Chungcheongnam-do,2013,60-69 Years old,80990
Chungcheongnam-do,2013,70-79 Years old,63375
Chungcheongnam-do,2013,80 years and over,18701
Chungcheongnam-do,2013,Under 30 years,10145
Chungcheongnam-do,2013,dead,21456
Chungcheongnam-do,2014,30-39 Years old,77567
Chungcheongnam-do,2014,40-49 Years old,118609
Chungcheongnam-do,2014,50-59 Years old,120549
Chungcheongnam-do,2014,60-69 Years old,84480
Chungcheongnam-do,2014,70-79 Years old,64944
Chungcheongnam-do,2014,80 years and over,19922
Chungcheongnam-do,2014,Under 30 years,11085
Chungcheongnam-do,2014,dead,23563
Chungcheongnam-do,2015,30-39 Years old,78218
Chungcheongnam-do,2015,40-49 Years old,121537
Chungcheongnam-do,2015,50-59 Years old,123915
Chungcheongnam-do,2015,60-69 Years old,89743
Chungcheongnam-do,2015,70-79 Years old,62858
Chungcheongnam-do,2015,80 years and over,21339
Chungcheongnam-do,2015,Under 30 years,13150
Chungcheongnam-do,2015,dead,22663
Chungcheongnam-do,2016,30-39 Years old,81183
Chungcheongnam-do,2016,40-49 Years old,125669
Chungcheongnam-do,2016,50-59 Years old,127612
Chungcheongnam-do,2016,60-69 Years old,96867
Chungcheongnam-do,2016,70-79 Years old,63410
Chungcheongnam-do,2016,80 years and over,24300
Chungcheongnam-do,2016,Under 30 years,12596
Chungcheongnam-do,2016,dead,23834
Chungcheongnam-do,2017,30-39 Years old,81758
Chungcheongnam-do,2017,40-49 Years old,129937
Chungcheongnam-do,2017,50-59 Years old,133135
Chungcheongnam-do,2017,60-69 Years old,104125
Chungcheongnam-do,2017,70-79 Years old,69053
Chungcheongnam-do,2017,80 years and over,28819
Chungcheongnam-do,2017,Under 30 years,12211
Chungcheongnam-do,2017,dead,24792
Chungcheongnam-do,2018,30-39 Years old,82991
Chungcheongnam-do,2018,40-49 Years old,132395
Chungcheongnam-do,2018,50-59 Years old,139334
Chungcheongnam-do,2018,60-69 Years old,109384
Chungcheongnam-do,2018,70-79 Years old,71518
Chungcheongnam-do,2018,80 years and over,32606
Chungcheongnam-do,2018,Under 30 years,12327
Chungcheongnam-do,2018,dead,23961
Chungcheongnam-do,2019,30-39 Years old,81142
Chungcheongnam-do,2019,40-49 Years old,134434
Chungcheongnam-do,2019,50-59 Years old,144477
Chungcheongnam-do,2019,60-69 Years old,114915
Chungcheongnam-do,2019,70-79 Years old,73926
Chungcheongnam-do,2019,80 years and over,35399
Chungcheongnam-do,2019,Under 30 years,11941
Chungcheongnam-do,2019,dead,23917
Chungcheongnam-do,2020,30-39 Years old,76220
Chungcheongnam-do,2020,40-49 Years old,136126
Chungcheongnam-do,2020,50-59 Years old,146755
Chungcheongnam-do,2020,60-69 Years old,124144
Chungcheongnam-do,2020,70-79 Years old,77481
Chungcheongnam-do,2020,80 years and over,38008
Chungcheongnam-do,2020,Under 30 years,11804
Chungcheongnam-do,2020,dead,24077
Chungcheongnam-do,2021,30-39 Years old,71449
Chungcheongnam-do,2021,40-49 Years old,135863
Chungcheongnam-do,2021,50-59 Years old,148831
Chungcheongnam-do,2021,60-69 Years old,135131
Chungcheongnam-do,2021,70-79 Years old,78814
Chungcheongnam-do,2021,80 years and over,39809
Chungcheongnam-do,2021,Under 30 years,12227
Chungcheongnam-do,2021,dead,24202
Chungcheongnam-do,2022,30-39 Years old,66061
Chungcheongnam-do,2022,40-49 Years old,136839
Chungcheongnam-do,2022,50-59 Years old,151587
Chungcheongnam-do,2022,60-69 Years old,141276
Chungcheongnam-do,2022,70-79 Years old,79965
Chungcheongnam-do,2022,80 years and over,42304
Chungcheongnam-do,2022,Under 30 years,11383
Chungcheongnam-do,2022,dead,24669
Chungcheongnam-do,2023,30-39 Years old,63598
Chungcheongnam-do,2023,40-49 Years old,137452
Chungcheongnam-do,2023,50-59 Years old,157558
Chungcheongnam-do,2023,60-69 Years old,149798
Chungcheongnam-do,2023,70-79 Years old,83290
Chungcheongnam-do,2023,80 years and over,44704
Chungcheongnam-do,2023,Under 30 years,10598
Chungcheongnam-do,2023,dead,25091
Daegu,2012,30-39 Years old,90101
Daegu,2012,40-49 Years old,159545
Daegu,2012,50-59 Years old,159789
Daegu,2012,60-69 Years old,98363
Daegu,2012,70-79 Years old,55576
Daegu,2012,80 years and over,11170
Daegu,2012,Under 30 years,11641
Daegu,2012,dead,8108
Daegu,2013,30-39 Years old,89773
Daegu,2013,40-49 Years old,161476
Daegu,2013,50-59 Years old,164894
Daegu,2013,60-69 Years old,102672
Daegu,2013,70-79 Years old,60641
Daegu,2013,80 years and over,13013
Daegu,2013,Under 30 years,10947
Daegu,2013,dead,8474
Daegu,2014,30-39 Years old,87882
Daegu,2014,40-49 Years old,163950
Daegu,2014,50-59 Years old,169137
Daegu,2014,60-69 Years old,106520
Daegu,2014,70-79 Years old,62886
Daegu,2014,80 years and over,13919
Daegu,2014,Under 30 years,10214
Daegu,2014,dead,8893
Daegu,2015,30-39 Years old,85017
Daegu,2015,40-49 Years old,163718
Daegu,2015,50-59 Years old,172457
Daegu,2015,60-69 Years old,115349
Daegu,2015,70-79 Years old,65519
Daegu,2015,80 years and over,16574
Daegu,2015,Under 30 years,10979
Daegu,2015,dead,9622
Daegu,2016,30-39 Years old,84104
Daegu,2016,40-49 Years old,164066
Daegu,2016,50-59 Years old,175563
Daegu,2016,60-69 Years old,123203
Daegu,2016,70-79 Years old,66796
Daegu,2016,80 years and over,19040
Daegu,2016,Under 30 years,10384
Daegu,2016,dead,9870
Daegu,2017,30-39 Years old,84329
Daegu,2017,40-49 Years old,165173
Daegu,2017,50-59 Years old,179524
Daegu,2017,60-69 Years old,129745
Daegu,2017,70-79 Years old,70855
Daegu,2017,80 years and over,21476
Daegu,2017,Under 30 years,10968
Daegu,2017,dead,9614
Daegu,2018,30-39 Years old,83708
Daegu,2018,40-49 Years old,162038
Daegu,2018,50-59 Years old,184010
Daegu,2018,60-69 Years old,133976
Daegu,2018,70-79 Years old,74500
Daegu,2018,80 years and over,24030
Daegu,2018,Under 30 years,11174
Daegu,2018,dead,9987
Daegu,2019,30-39 Years old,79337
Daegu,2019,40-49 Years old,159955
Daegu,2019,50-59 Years old,185774
Daegu,2019,60-69 Years old,139873
Daegu,2019,70-79 Years old,78287
Daegu,2019,80 years and over,27019
Daegu,2019,Under 30 years,10932
Daegu,2019,dead,9593
Daegu,2020,30-39 Years old,73946
Daegu,2020,40-49 Years old,157668
Daegu,2020,50-59 Years old,186209
Daegu,2020,60-69 Years old,148216
Daegu,2020,70-79 Years old,81304
Daegu,2020,80 years and over,29957
Daegu,2020,Under 30 years,10879
Daegu,2020,dead,9935
Daegu,2021,30-39 Years old,70239
Daegu,2021,40-49 Years old,155283
Daegu,2021,50-59 Years old,186623
Daegu,2021,60-69 Years old,158022
Daegu,2021,70-79 Years old,83923
Daegu,2021,80 years and over,33459
Daegu,2021,Under 30 years,11501
Daegu,2021,dead,10050
Daegu,2022,30-39 Years old,65316
Daegu,2022,40-49 Years old,153519
Daegu,2022,50-59 Years old,187803
Daegu,2022,60-69 Years old,162878
Daegu,2022,70-79 Years old,88265
Daegu,2022,80 years and over,37956
Daegu,2022,Under 30 years,10505
Daegu,2022,dead,11022
Daegu,2023,30-39 Years old,63134
Daegu,2023,40-49 Years old,151492
Daegu,2023,50-59 Years old,192717
Daegu,2023,60-69 Years old,172354
Daegu,2023,70-79 Years old,94915
Daegu,2023,80 years and over,43420
Daegu,2023,Under 30 years,9802
Daegu,2023,dead,12942
Daejeon,2012,30-39 Years old,63974
Daejeon,2012,40-49 Years old,100457
Daejeon,2012,50-59 Years old,95804
Daejeon,2012,60-69 Years old,51609
Daejeon,2012,70-79 Years old,28486
Daejeon,2012,80 years and over,5993
Daejeon,2012,Under 30 years,9047
Daejeon,2012,dead,3700
Daejeon,2013,30-39 Years old,60891
Daejeon,2013,40-49 Years old,102219
Daejeon,2013,50-59 Years old,99050
Daejeon,2013,60-69 Years old,54267
Daejeon,2013,70-79 Years old,30873
Daejeon,2013,80 years and over,6940
Daejeon,2013,Under 30 years,7962
Daejeon,2013,dead,3918
Daejeon,2014,30-39 Years old,60169
Daejeon,2014,40-49 Years old,106227
Daejeon,2014,50-59 Years old,102718
Daejeon,2014,60-69 Years old,58302
Daejeon,2014,70-79 Years old,32776
Daejeon,2014,80 years and over,7832
Daejeon,2014,Under 30 years,7841
Daejeon,2014,dead,4155
Daejeon,2015,30-39 Years old,59323
Daejeon,2015,40-49 Years old,107544
Daejeon,2015,50-59 Years old,104738
Daejeon,2015,60-69 Years old,63858
Daejeon,2015,70-79 Years old,34584
Daejeon,2015,80 years and over,9227
Daejeon,2015,Under 30 years,8237
Daejeon,2015,dead,4009
Daejeon,2016,30-39 Years old,56647
Daejeon,2016,40-49 Years old,107383
Daejeon,2016,50-59 Years old,105318
Daejeon,2016,60-69 Years old,68089
Daejeon,2016,70-79 Years old,35675
Daejeon,2016,80 years and over,10576
Daejeon,2016,Under 30 years,7469
Daejeon,2016,dead,4011
Daejeon,2017,30-39 Years old,52047
Daejeon,2017,40-49 Years old,105453
Daejeon,2017,50-59 Years old,104986
Daejeon,2017,60-69 Years old,71603
Daejeon,2017,70-79 Years old,37610
Daejeon,2017,80 years and over,11834
Daejeon,2017,Under 30 years,7142
Daejeon,2017,dead,4193
Daejeon,2018,30-39 Years old,51337
Daejeon,2018,40-49 Years old,103574
Daejeon,2018,50-59 Years old,107625
Daejeon,2018,60-69 Years old,75127
Daejeon,2018,70-79 Years old,39704
Daejeon,2018,80 years and over,13484
Daejeon,2018,Under 30 years,7282
Daejeon,2018,dead,4211
Daejeon,2019,30-39 Years old,47835
Daejeon,2019,40-49 Years old,100630
Daejeon,2019,50-59 Years old,108958
Daejeon,2019,60-69 Years old,78809
Daejeon,2019,70-79 Years old,41447
Daejeon,2019,80 years and over,15119
Daejeon,2019,Under 30 years,6983
Daejeon,2019,dead,4420
Daejeon,2020,30-39 Years old,45973
Daejeon,2020,40-49 Years old,99515
Daejeon,2020,50-59 Years old,109112
Daejeon,2020,60-69 Years old,83907
Daejeon,2020,70-79 Years old,43716
Daejeon,2020,80 years and over,16465
Daejeon,2020,Under 30 years,7698
Daejeon,2020,dead,4344
Daejeon,2021,30-39 Years old,44516
Daejeon,2021,40-49 Years old,97430
Daejeon,2021,50-59 Years old,109965
Daejeon,2021,60-69 Years old,90860
Daejeon,2021,70-79 Years old,45094
Daejeon,2021,80 years and over,18164
Daejeon,2021,Under 30 years,8595
Daejeon,2021,dead,4209
Daejeon,2022,30-39 Years old,42432
Daejeon,2022,40-49 Years old,96605
Daejeon,2022,50-59 Years old,111527
Daejeon,2022,60-69 Years old,94747
Daejeon,2022,70-79 Years old,46827
Daejeon,2022,80 years and over,20784
Daejeon,2022,Under 30 years,8156
Daejeon,2022,dead,4695
Daejeon,2023,30-39 Years old,41159
Daejeon,2023,40-49 Years old,95104
Daejeon,2023,50-59 Years old,114589
Daejeon,2023,60-69 Years old,98302
Daejeon,2023,70-79 Years old,49248
Daejeon,2023,80 years and over,22550
Daejeon,2023,Under 30 years,7519
Daejeon,2023,dead,5032
Gangwon State,2012,30-39 Years old,44883
Gangwon State,2012,40-49 Years old,81527
Gangwon State,2012,50-59 Years old,98347
Gangwon State,2012,60-69 Years old,64147
Gangwon State,2012,70-79 Years old,45341
Gangwon State,2012,80 years and over,9844
Gangwon State,2012,Under 30 years,7545
Gangwon State,2012,dead,10263
Gangwon State,2013,30-39 Years old,43638
Gangwon State,2013,40-49 Years old,83067
Gangwon State,2013,50-59 Years old,103992
Gangwon State,2013,60-69 Years old,68012
Gangwon State,2013,70-79 Years old,50611
Gangwon State,2013,80 years and over,11535
Gangwon State,2013,Under 30 years,6874
Gangwon State,2013,dead,11099
Gangwon State,2014,30-39 Years old,42167
Gangwon State,2014,40-49 Years old,84058
Gangwon State,2014,50-59 Years old,103694
Gangwon State,2014,60-69 Years old,70346
Gangwon State,2014,70-79 Years old,52489
Gangwon State,2014,80 years and over,12139
Gangwon State,2014,Under 30 years,6469
Gangwon State,2014,dead,12730
Gangwon State,2015,30-39 Years old,43028
Gangwon State,2015,40-49 Years old,85919
Gangwon State,2015,50-59 Years old,104741
Gangwon State,2015,60-69 Years old,74114
Gangwon State,2015,70-79 Years old,53548
Gangwon State,2015,80 years and over,13590
Gangwon State,2015,Under 30 years,8320
Gangwon State,2015,dead,11990
Gangwon State,2016,30-39 Years old,42430
Gangwon State,2016,40-49 Years old,85640
Gangwon State,2016,50-59 Years old,107049
Gangwon State,2016,60-69 Years old,80489
Gangwon State,2016,70-79 Years old,55933
Gangwon State,2016,80 years and over,16097
Gangwon State,2016,Under 30 years,7127
Gangwon State,2016,dead,12808
Gangwon State,2017,30-39 Years old,40809
Gangwon State,2017,40-49 Years old,85455
Gangwon State,2017,50-59 Years old,107196
Gangwon State,2017,60-69 Years old,86022
Gangwon State,2017,70-79 Years old,58470
Gangwon State,2017,80 years and over,18292
Gangwon State,2017,Under 30 years,7078
Gangwon State,2017,dead,13170
Gangwon State,2018,30-39 Years old,40290
Gangwon State,2018,40-49 Years old,84496
Gangwon State,2018,50-59 Years old,109058
Gangwon State,2018,60-69 Years old,91602
Gangwon State,2018,70-79 Years old,59911
Gangwon State,2018,80 years and over,21177
Gangwon State,2018,Under 30 years,7172
Gangwon State,2018,dead,12693
Gangwon State,2019,30-39 Years old,40833
Gangwon State,2019,40-49 Years old,85155
Gangwon State,2019,50-59 Years old,111583
Gangwon State,2019,60-69 Years old,98790
Gangwon State,2019,70-79 Years old,60576
Gangwon State,2019,80 years and over,23682
Gangwon State,2019,Under 30 years,7283
Gangwon State,2019,dead,12781
Gangwon State,2020,30-39 Years old,41717
Gangwon State,2020,40-49 Years old,87067
Gangwon State,2020,50-59 Years old,113661
Gangwon State,2020,60-69 Years old,108743
Gangwon State,2020,70-79 Years old,61333
Gangwon State,2020,80 years and over,26458
Gangwon State,2020,Under 30 years,7724
Gangwon State,2020,dead,12839
Gangwon State,2021,30-39 Years old,41452
Gangwon State,2021,40-49 Years old,87150
Gangwon State,2021,50-59 Years old,114899
Gangwon State,2021,60-69 Years old,119415
Gangwon State,2021,70-79 Years old,61227
Gangwon State,2021,80 years and over,28982
Gangwon State,2021,Under 30 years,8322
Gangwon State,2021,dead,12004
Gangwon State,2022,30-39 Years old,40067
Gangwon State,2022,40-49 Years old,86981
Gangwon State,2022,50-59 Years old,116590
Gangwon State,2022,60-69 Years old,124057
