Area,Year,Metric,Value
Gyeongsangbuk-do,2017,Population figures,2677.1
Gyeongsangbuk-do,2017,The number of houses,1247.3
Gyeongsangbuk-do,2018,Houses per 1000 people,0.0
Gyeongsangbuk-do,2018,Houses per 1000 people,475.5
Gyeongsangbuk-do,2018,Population figures,0.0
Gyeongsangbuk-do,2018,Population figures,2672.9
Gyeongsangbuk-do,2018,The number of houses,0.0
Gyeongsangbuk-do,2018,The number of houses,1271.0
Gyeongsangbuk-do,2019,Houses per 1000 people,0.0
Gyeongsangbuk-do,2019,Houses per 1000 people,484.7
Gyeongsangbuk-do,2019,Population figures,0.0
Gyeongsangbuk-do,2019,Population figures,2668.2
Gyeongsangbuk-do,2019,The number of houses,0.0
Gyeongsangbuk-do,2019,The number of houses,1293.3
Gyeongsangbuk-do,2020,Houses per 1000 people,0.0
Gyeongsangbuk-do,2020,Houses per 1000 people,493.8
Gyeongsangbuk-do,2020,Population figures,0.0
Gyeongsangbuk-do,2020,Population figures,2644.8
Gyeongsangbuk-do,2020,The number of houses,0.0
Gyeongsangbuk-do,2020,The number of houses,1306.0
Gyeongsangbuk-do,2021,Houses per 1000 people,0.0
Gyeongsangbuk-do,2021,Houses per 1000 people,499.2
Gyeongsangbuk-do,2021,Population figures,0.0
Gyeongsangbuk-do,2021,Population figures,2635.3
Gyeongsangbuk-do,2021,The number of houses,0.0
Gyeongsangbuk-do,2021,The number of houses,1315.6
Gyeongsangbuk-do,2022,Houses per 1000 people,0.0
Gyeongsangbuk-do,2022,Houses per 1000 people,504.0
Gyeongsangbuk-do,2022,Population figures,0.0
Gyeongsangbuk-do,2022,Population figures,2620.4
Gyeongsangbuk-do,2022,The number of houses,0.0
Gyeongsangbuk-do,2022,The number of houses,1320.7
Gyeongsangbuk-do,2023,Houses per 1000 people,0.0
Gyeongsangbuk-do,2023,Houses per 1000 people,509.6
Gyeongsangbuk-do,2023,Population figures,0.0
Gyeongsangbuk-do,2023,Population figures,2589.9
Gyeongsangbuk-do,2023,The number of houses,0.0
Gyeongsangbuk-do,2023,The number of houses,1319.7
Gyeongsangnam-do,1995,Houses per 1000 people,233.5
Gyeongsangnam-do,1995,Population figures,3845.6
Gyeongsangnam-do,1995,The number of houses,897.8
Gyeongsangnam-do,2000,Houses per 1000 people,276.1
Gyeongsangnam-do,2000,Population figures,2978.5
Gyeongsangnam-do,2000,The number of houses,822.3
Gyeongsangnam-do,2005,Houses per 1000 people,347.5
Gyeongsangnam-do,2005,Population figures,3056.4
Gyeongsangnam-do,2005,The number of houses,1062.1
Gyeongsangnam-do,2010,Houses per 1000 people,380.0
Gyeongsangnam-do,2010,Houses per 1000 people,373.8
Gyeongsangnam-do,2010,Population figures,3160.2
Gyeongsangnam-do,2010,Population figures,3228.0
Gyeongsangnam-do,2010,The number of houses,1200.7
Gyeongsangnam-do,2010,The number of houses,1206.6
Gyeongsangnam-do,2015,Houses per 1000 people,401.4
Gyeongsangnam-do,2015,Population figures,3334.5
Gyeongsangnam-do,2015,The number of houses,1338.5
Gyeongsangnam-do,2016,Houses per 1000 people,406.8
Gyeongsangnam-do,2016,Population figures,3339.6
Gyeongsangnam-do,2016,The number of houses,1358.4
Gyeongsangnam-do,2017,Houses per 1000 people,419.7
Gyeongsangnam-do,2017,Population figures,3345.3
Gyeongsangnam-do,2017,The number of houses,1404.0
Gyeongsangnam-do,2018,Houses per 1000 people,0.0
Gyeongsangnam-do,2018,Houses per 1000 people,429.5
Gyeongsangnam-do,2018,Population figures,0.0
Gyeongsangnam-do,2018,Population figures,3350.4
Gyeongsangnam-do,2018,The number of houses,0.0
Gyeongsangnam-do,2018,The number of houses,1438.8
Gyeongsangnam-do,2019,Houses per 1000 people,0.0
Gyeongsangnam-do,2019,Houses per 1000 people,442.3
Gyeongsangnam-do,2019,Population figures,0.0
Gyeongsangnam-do,2019,Population figures,3347.2
Gyeongsangnam-do,2019,The number of houses,0.0
Gyeongsangnam-do,2019,The number of houses,1480.5
Gyeongsangnam-do,2020,Houses per 1000 people,0.0
Gyeongsangnam-do,2020,Houses per 1000 people,453.0
Gyeongsangnam-do,2020,Population figures,0.0
Gyeongsangnam-do,2020,Population figures,3333.1
Gyeongsangnam-do,2020,The number of houses,0.0
Gyeongsangnam-do,2020,The number of houses,1509.7
Gyeongsangnam-do,2021,Houses per 1000 people,0.0
Gyeongsangnam-do,2021,Houses per 1000 people,458.9
Gyeongsangnam-do,2021,Population figures,0.0
Gyeongsangnam-do,2021,Population figures,3305.9
Gyeongsangnam-do,2021,The number of houses,0.0
Gyeongsangnam-do,2021,The number of houses,1517.0
Gyeongsangnam-do,2022,Houses per 1000 people,0.0
Gyeongsangnam-do,2022,Houses per 1000 people,464.1
Gyeongsangnam-do,2022,Population figures,0.0
Gyeongsangnam-do,2022,Population figures,3280.8
Gyeongsangnam-do,2022,The number of houses,0.0
Gyeongsangnam-do,2022,The number of houses,1522.6
Gyeongsangnam-do,2023,Houses per 1000 people,0.0
Gyeongsangnam-do,2023,Houses per 1000 people,468.4
Gyeongsangnam-do,2023,Population figures,0.0
Gyeongsangnam-do,2023,Population figures,3271.2
Gyeongsangnam-do,2023,The number of houses,0.0
Gyeongsangnam-do,2023,The number of houses,1532.2
Incheon,1995,Houses per 1000 people,227.4
Incheon,1995,Population figures,2308.2
Incheon,1995,The number of houses,524.8
Incheon,2000,Houses per 1000 people,255.4
Incheon,2000,Population figures,2475.1
Incheon,2000,The number of houses,632.1
Incheon,2005,Houses per 1000 people,322.1
Incheon,2005,Population figures,2531.3
Incheon,2005,The number of houses,815.3
Incheon,2010,Houses per 1000 people,351.7
Incheon,2010,Houses per 1000 people,343.5
Incheon,2010,Population figures,2662.5
Incheon,2010,Population figures,2723.0
Incheon,2010,The number of houses,936.7
Incheon,2010,The number of houses,935.4
Incheon,2015,Houses per 1000 people,365.1
Incheon,2015,Population figures,2890.5
Incheon,2015,The number of houses,1055.4
Incheon,2016,Houses per 1000 people,368.3
Incheon,2016,Population figures,2913.0
Incheon,2016,The number of houses,1072.9
Incheon,2017,Houses per 1000 people,370.5
Incheon,2017,Population figures,2926.0
Incheon,2017,The number of houses,1084.2
Incheon,2018,Houses per 1000 people,0.0
Incheon,2018,Houses per 1000 people,377.3
Incheon,2018,Population figures,0.0
Incheon,2018,Population figures,2936.1
Incheon,2018,The number of houses,0.0
Incheon,2018,The number of houses,1107.8
Incheon,2019,Houses per 1000 people,0.0
Incheon,2019,Houses per 1000 people,380.5
Incheon,2019,Population figures,0.0
Incheon,2019,Population figures,2952.2
Incheon,2019,The number of houses,0.0
Incheon,2019,The number of houses,1123.3
Incheon,2020,Houses per 1000 people,0.0
Incheon,2020,Houses per 1000 people,385.3
Incheon,2020,Population figures,0.0
Incheon,2020,Population figures,2945.5
Incheon,2020,The number of houses,0.0
Incheon,2020,The number of houses,1134.8
Incheon,2021,Houses per 1000 people,0.0
Incheon,2021,Houses per 1000 people,390.3
Incheon,2021,Population figures,0.0
Incheon,2021,Population figures,2957.0
Incheon,2021,The number of houses,0.0
Incheon,2021,The number of houses,1154.3
Incheon,2022,Houses per 1000 people,0.0
Incheon,2022,Houses per 1000 people,397.4
Incheon,2022,Population figures,0.0
Incheon,2022,Population figures,2989.1
Incheon,2022,The number of houses,0.0
Incheon,2022,The number of houses,1187.8
Incheon,2023,Houses per 1000 people,0.0
Incheon,2023,Houses per 1000 people,406.8
Incheon,2023,Population figures,0.0
Incheon,2023,Population figures,3026.0
Incheon,2023,The number of houses,0.0
Incheon,2023,The number of houses,1231.0
Jeju,1995,Houses per 1000 people,226.0
Jeju,1995,Population figures,505.4
Jeju,1995,The number of houses,114.2
Jeju,2000,Houses per 1000 people,248.5
Jeju,2000,Population figures,513.3
Jeju,2000,The number of houses,127.6
Jeju,2005,Houses per 1000 people,323.4
Jeju,2005,Population figures,531.9
Jeju,2005,The number of houses,172.0
Jeju,2010,Houses per 1000 people,343.0
Jeju,2010,Houses per 1000 people,329.6
Jeju,2010,Population figures,531.9
Jeju,2010,Population figures,551.0
Jeju,2010,The number of houses,182.5
Jeju,2010,The number of houses,181.6
Jeju,2015,Houses per 1000 people,366.4
Jeju,2015,Population figures,605.6
Jeju,2015,The number of houses,221.9
Jeju,2016,Houses per 1000 people,379.3
Jeju,2016,Population figures,623.3
Jeju,2016,The number of houses,236.4
Jeju,2017,Houses per 1000 people,393.7
Jeju,2017,Population figures,641.8
Jeju,2017,The number of houses,252.6
Jeju,2018,Houses per 1000 people,0.0
Jeju,2018,Houses per 1000 people,404.7
Jeju,2018,Population figures,0.0
Jeju,2018,Population figures,658.3
Jeju,2018,The number of houses,0.0
Jeju,2018,The number of houses,266.4
Jeju,2019,Houses per 1000 people,0.0
Jeju,2019,Houses per 1000 people,416.7
Jeju,2019,Population figures,0.0
Jeju,2019,Population figures,665.0
Jeju,2019,The number of houses,0.0
Jeju,2019,The number of houses,277.1
Jeju,2020,Houses per 1000 people,0.0
Jeju,2020,Houses per 1000 people,419.5
Jeju,2020,Population figures,0.0
Jeju,2020,Population figures,670.9
Jeju,2020,The number of houses,0.0
Jeju,2020,The number of houses,281.4
Jeju,2021,Houses per 1000 people,0.0
Jeju,2021,Houses per 1000 people,422.9
Jeju,2021,Population figures,0.0
Jeju,2021,Population figures,673.1
Jeju,2021,The number of houses,0.0
Jeju,2021,The number of houses,284.7
Jeju,2022,Houses per 1000 people,0.0
Jeju,2022,Houses per 1000 people,425.8
Jeju,2022,Population figures,0.0
Jeju,2022,Population figures,676.4
Jeju,2022,The number of houses,0.0
Jeju,2022,The number of houses,288.0
Jeju,2023,Houses per 1000 people,0.0
Jeju,2023,Houses per 1000 people,433.2
Jeju,2023,Population figures,0.0
Jeju,2023,Population figures,676.8
Jeju,2023,The number of houses,0.0
Jeju,2023,The number of houses,293.2
Jeollabuk-do,1995,Houses per 1000 people,260.8
Jeollabuk-do,1995,Population figures,1902.0
Jeollabuk-do,1995,The number of houses,496.1
Jeollabuk-do,2000,Houses per 1000 people,300.7
Jeollabuk-do,2000,Population figures,1890.7
Jeollabuk-do,2000,The number of houses,568.6
Jeollabuk-do,2005,Houses per 1000 people,357.9
Jeollabuk-do,2005,Population figures,1784.0
Jeollabuk-do,2005,The number of houses,638.4
Jeollabuk-do,2010,Houses per 1000 people,399.0
Jeollabuk-do,2010,Houses per 1000 people,391.1
Jeollabuk-do,2010,Population figures,1777.2
Jeollabuk-do,2010,Population figures,1820.0
Jeollabuk-do,2010,The number of houses,709.1
Jeollabuk-do,2010,The number of houses,711.8
Jeollabuk-do,2015,Houses per 1000 people,420.3
Jeollabuk-do,2015,Population figures,1834.1
Jeollabuk-do,2015,The number of houses,770.9
Jeollabuk-do,2016,Houses per 1000 people,424.3
Jeollabuk-do,2016,Population figures,1833.2
Jeollabuk-do,2016,The number of houses,777.8
Jeollabuk-do,2017,Houses per 1000 people,429.9
Jeollabuk-do,2017,Population figures,1826.2
Jeollabuk-do,2017,The number of houses,785.1
Jeollabuk-do,2018,Houses per 1000 people,0.0
Jeollabuk-do,2018,Houses per 1000 people,441.1
Jeollabuk-do,2018,Population figures,0.0
Jeollabuk-do,2018,Population figures,1818.2
Jeollabuk-do,2018,The number of houses,0.0
Jeollabuk-do,2018,The number of houses,802.0
Jeollabuk-do,2019,Houses per 1000 people,0.0
Jeollabuk-do,2019,Houses per 1000 people,451.5
Jeollabuk-do,2019,Population figures,0.0
Jeollabuk-do,2019,Population figures,1807.4
Jeollabuk-do,2019,The number of houses,0.0
Jeollabuk-do,2019,The number of houses,816.1
Jeollabuk-do,2020,Houses per 1000 people,0.0
Jeollabuk-do,2020,Houses per 1000 people,462.7
Jeollabuk-do,2020,Population figures,0.0
Jeollabuk-do,2020,Population figures,1802.8
Jeollabuk-do,2020,The number of houses,0.0
Jeollabuk-do,2020,The number of houses,834.1
Jeollabuk-do,2021,Houses per 1000 people,0.0
Jeollabuk-do,2021,Houses per 1000 people,470.7
Jeollabuk-do,2021,Population figures,0.0
Jeollabuk-do,2021,Population figures,1787.1
Jeollabuk-do,2021,The number of houses,0.0
Jeollabuk-do,2021,The number of houses,841.1
Jeollabuk-do,2022,Houses per 1000 people,0.0
Jeollabuk-do,2022,Houses per 1000 people,478.5
Jeollabuk-do,2022,Population figures,0.0
Jeollabuk-do,2022,Population figures,1774.3
Jeollabuk-do,2022,The number of houses,0.0
Jeollabuk-do,2022,The number of houses,849.1
Jeollabuk-do,2023,Houses per 1000 people,0.0
Jeollabuk-do,2023,Houses per 1000 people,485.9
Jeollabuk-do,2023,Population figures,0.0
Jeollabuk-do,2023,Population figures,1768.5
Jeollabuk-do,2023,The number of houses,0.0
Jeollabuk-do,2023,The number of houses,859.3
Jeollanam-do,1995,Houses per 1000 people,293.4
Jeollanam-do,1995,Population figures,2066.8
Jeollanam-do,1995,The number of houses,606.4
Jeollanam-do,2000,Houses per 1000 people,324.1
Jeollanam-do,2000,Population figures,1996.5
Jeollanam-do,2000,The number of houses,647.0
Jeollanam-do,2005,Houses per 1000 people,380.4
Jeollanam-do,2005,Population figures,1819.8
Jeollanam-do,2005,The number of houses,692.3
Jeollanam-do,2010,Houses per 1000 people,417.6
Jeollanam-do,2010,Houses per 1000 people,410.1
Jeollanam-do,2010,Population figures,1741.5
Jeollanam-do,2010,Population figures,1785.0
Jeollanam-do,2010,The number of houses,727.0
Jeollanam-do,2010,The number of houses,731.9
Jeollanam-do,2015,Houses per 1000 people,442.4
Jeollanam-do,2015,Population figures,1799.0
Jeollanam-do,2015,The number of houses,795.9
Jeollanam-do,2016,Houses per 1000 people,448.3
Jeollanam-do,2016,Population figures,1796.0
Jeollanam-do,2016,The number of houses,805.1
Jeollanam-do,2017,Houses per 1000 people,455.5
Jeollanam-do,2017,Population figures,1792.3
Jeollanam-do,2017,The number of houses,816.3
Jeollanam-do,2018,Houses per 1000 people,0.0
Jeollanam-do,2018,Houses per 1000 people,463.3
Jeollanam-do,2018,Population figures,0.0
Jeollanam-do,2018,Population figures,1790.4
Jeollanam-do,2018,The number of houses,0.0
Jeollanam-do,2018,The number of houses,829.5
Jeollanam-do,2019,Houses per 1000 people,0.0
Jeollanam-do,2019,Houses per 1000 people,471.1
Jeollanam-do,2019,Population figures,0.0
Jeollanam-do,2019,Population figures,1787.5
Jeollanam-do,2019,The number of houses,0.0
Jeollanam-do,2019,The number of houses,842.1
Jeollanam-do,2020,Houses per 1000 people,0.0
Jeollanam-do,2020,Houses per 1000 people,479.5
Jeollanam-do,2020,Population figures,0.0
Jeollanam-do,2020,Population figures,1788.8
Jeollanam-do,2020,The number of houses,0.0
Jeollanam-do,2020,The number of houses,857.8
Jeollanam-do,2021,Houses per 1000 people,0.0
Jeollanam-do,2021,Houses per 1000 people,488.5
Jeollanam-do,2021,Population figures,0.0
Jeollanam-do,2021,Population figures,1778.1
Jeollanam-do,2021,The number of houses,0.0
Jeollanam-do,2021,The number of houses,868.6
Jeollanam-do,2022,Houses per 1000 people,0.0
Jeollanam-do,2022,Houses per 1000 people,497.7
Jeollanam-do,2022,Population figures,0.0
Jeollanam-do,2022,Population figures,1771.4
Jeollanam-do,2022,The number of houses,0.0
Jeollanam-do,2022,The number of houses,881.7
Jeollanam-do,2023,Houses per 1000 people,0.0
Jeollanam-do,2023,Houses per 1000 people,502.6
Jeollanam-do,2023,Population figures,0.0
Jeollanam-do,2023,Population figures,1776.7
Jeollanam-do,2023,The number of houses,0.0
Jeollanam-do,2023,The number of houses,893.0
Sejong,1995,Houses per 1000 people,
Sejong,1995,Population figures,
Sejong,1995,The number of houses,
Sejong,2000,Houses per 1000 people,
Sejong,2000,Population figures,
Sejong,2000,The number of houses,
Sejong,2005,Houses per 1000 people,
Sejong,2005,Population figures,
Sejong,2005,The number of houses,
Sejong,2010,Houses per 1000 people,
Sejong,2010,Houses per 1000 people,
Sejong,2010,Population figures,
Sejong,2010,Population figures,
Sejong,2010,The number of houses,
Sejong,2010,The number of houses,
Sejong,2015,Houses per 1000 people,453.7
Sejong,2015,Population figures,204.1
Sejong,2015,The number of houses,92.6
Sejong,2016,Houses per 1000 people,404.0
Sejong,2016,Population figures,242.5
Sejong,2016,The number of houses,98.0
Sejong,2017,Houses per 1000 people,420.6
Sejong,2017,Population figures,276.6
Sejong,2017,The number of houses,116.3
Sejong,2018,Houses per 1000 people,0.0
Sejong,2018,Houses per 1000 people,419.0
Sejong,2018,Population figures,0.0
Sejong,2018,Population figures,312.4
Sejong,2018,The number of houses,0.0
Sejong,2018,The number of houses,130.9
Sejong,2019,Houses per 1000 people,0.0
Sejong,2019,Houses per 1000 people,427.3
Sejong,2019,Population figures,0.0
Sejong,2019,Population figures,338.1
Sejong,2019,The number of houses,0.0
Sejong,2019,The number of houses,144.5
Sejong,2020,Houses per 1000 people,0.0
Sejong,2020,Houses per 1000 people,421.7
Sejong,2020,Population figures,0.0
Sejong,2020,Population figures,353.9
Sejong,2020,The number of houses,0.0
Sejong,2020,The number of houses,149.3
Sejong,2021,Houses per 1000 people,0.0
Sejong,2021,Houses per 1000 people,426.4
Sejong,2021,Population figures,0.0
Sejong,2021,Population figures,366.2
Sejong,2021,The number of houses,0.0
Sejong,2021,The number of houses,156.2
Sejong,2022,Houses per 1000 people,0.0
Sejong,2022,Houses per 1000 people,425.3
Sejong,2022,Population figures,0.0
Sejong,2022,Population figures,382.6
Sejong,2022,The number of houses,0.0
Sejong,2022,The number of houses,162.7
Sejong,2023,Houses per 1000 people,0.0
Sejong,2023,Houses per 1000 people,429.6
Sejong,2023,Population figures,0.0
Sejong,2023,Population figures,386.3
Sejong,2023,The number of houses,0.0
Sejong,2023,The number of houses,165.9
Seoul,1995,Houses per 1000 people,168.9
Seoul,1995,Population figures,10231.2
Seoul,1995,The number of houses,1727.9
Seoul,2000,Houses per 1000 people,199.4
Seoul,2000,Population figures,9895.2
Seoul,2000,The number of houses,1973.2
Seoul,2005,Houses per 1000 people,315.9
Seoul,2005,Population figures,9820.2
Seoul,2005,The number of houses,3102.2
Seoul,2010,Houses per 1000 people,347.1
Seoul,2010,Houses per 1000 people,342.0
Seoul,2010,Population figures,9794.3
Seoul,2010,Population figures,10065.0
Seoul,2010,The number of houses,3399.8
Seoul,2010,The number of houses,3442.1
Seoul,2015,Houses per 1000 people,366.8
Seoul,2015,Population figures,9904.3
Seoul,2015,The number of houses,3633.0
Seoul,2016,Houses per 1000 people,371.6
Seoul,2016,Population figures,9805.5
Seoul,2016,The number of houses,3644.1
Seoul,2017,Houses per 1000 people,376.9
Seoul,2017,Population figures,9741.9
Seoul,2017,The number of houses,3671.5
Seoul,2018,Houses per 1000 people,0.0
Seoul,2018,Houses per 1000 people,380.7
Seoul,2018,Population figures,0.0
Seoul,2018,Population figures,9673.9
Seoul,2018,The number of houses,0.0
Seoul,2018,The number of houses,3682.4
Seoul,2019,Houses per 1000 people,0.0
Seoul,2019,Houses per 1000 people,387.8
Seoul,2019,Population figures,0.0
Seoul,2019,Population figures,9639.5
Seoul,2019,The number of houses,0.0
Seoul,2019,The number of houses,3738.6
Seoul,2020,Houses per 1000 people,0.0
Seoul,2020,Houses per 1000 people,394.2
Seoul,2020,Population figures,0.0
Seoul,2020,Population figures,9586.2
Seoul,2020,The number of houses,0.0
Seoul,2020,The number of houses,3778.4
Seoul,2021,Houses per 1000 people,0.0
Seoul,2021,Houses per 1000 people,402.4
Seoul,2021,Population figures,0.0
Seoul,2021,Population figures,9472.1
Seoul,2021,The number of houses,0.0
Seoul,2021,The number of houses,3811.9
Seoul,2022,Houses per 1000 people,0.0
Seoul,2022,Houses per 1000 people,407.7
Seoul,2022,Population figures,0.0
Seoul,2022,Population figures,9417.5
Seoul,2022,The number of houses,0.0
Seoul,2022,The number of houses,3839.8
Seoul,2023,Houses per 1000 people,0.0
Seoul,2023,Houses per 1000 people,413.3
Seoul,2023,Population figures,0.0
Seoul,2023,Population figures,9384.5
Seoul,2023,The number of houses,0.0
Seoul,2023,The number of houses,3878.5
Ulsan,1995,Houses per 1000 people,0.0
Ulsan,1995,Population figures,0.0
Ulsan,1995,The number of houses,0.0
Ulsan,2000,Houses per 1000 people,235.6
Ulsan,2000,Population figures,1014.4
Ulsan,2000,The number of houses,239.0
Ulsan,2005,Houses per 1000 people,321.7
Ulsan,2005,Population figures,1049.2
Ulsan,2005,The number of houses,337.5
Ulsan,2010,Houses per 1000 people,357.6
Ulsan,2010,Houses per 1000 people,360.0
Ulsan,2010,Population figures,1082.6
Ulsan,2010,Population figures,1102.0
Ulsan,2010,The number of houses,387.2
Ulsan,2010,The number of houses,396.7
Ulsan,2015,Houses per 1000 people,388.0
Ulsan,2015,Population figures,1166.6
Ulsan,2015,The number of houses,452.6
Ulsan,2016,Houses per 1000 people,391.9
Ulsan,2016,Population figures,1166.0
Ulsan,2016,The number of houses,457.0
Ulsan,2017,Houses per 1000 people,404.8
Ulsan,2017,Population figures,1157.1
Ulsan,2017,The number of houses,468.4
Ulsan,2018,Houses per 1000 people,0.0
Ulsan,2018,Houses per 1000 people,413.9
Ulsan,2018,Population figures,0.0
Ulsan,2018,Population figures,1150.1
Ulsan,2018,The number of houses,0.0
Ulsan,2018,The number of houses,476.0
Ulsan,2019,Houses per 1000 people,0.0
Ulsan,2019,Houses per 1000 people,426.0
Ulsan,2019,Population figures,0.0
Ulsan,2019,Population figures,1143.7
Ulsan,2019,The number of houses,0.0
Ulsan,2019,The number of houses,487.2
Ulsan,2020,Houses per 1000 people,0.0
Ulsan,2020,Houses per 1000 people,430.9
Ulsan,2020,Population figures,0.0
Ulsan,2020,Population figures,1135.4
Ulsan,2020,The number of houses,0.0
Ulsan,2020,The number of houses,489.3
Ulsan,2021,Houses per 1000 people,0.0
Ulsan,2021,Houses per 1000 people,437.3
Ulsan,2021,Population figures,0.0
Ulsan,2021,Population figures,1120.8
Ulsan,2021,The number of houses,0.0
Ulsan,2021,The number of houses,490.1
Ulsan,2022,Houses per 1000 people,0.0
Ulsan,2022,Houses per 1000 people,443.3
Ulsan,2022,Population figures,0.0
Ulsan,2022,Population figures,1110.5
Ulsan,2022,The number of houses,0.0
Ulsan,2022,The number of houses,492.3
Ulsan,2023,Houses per 1000 people,0.0
Ulsan,2023,Houses per 1000 people,449.2
Ulsan,2023,Population figures,0.0
Ulsan,2023,Population figures,1107.4
Ulsan,2023,The number of houses,0.0
Ulsan,2023,The number of houses,497.4
Whoe Country,1995,Houses per 1000 people,214.5
Whoe Country,1995,Population figures,44608.7
Whoe Country,1995,The number of houses,9570.4
Whoe Country,2000,Houses per 1000 people,248.7
Whoe Country,2000,Population figures,46136.1
Whoe Country,2000,The number of houses,11472.4
Whoe Country,2005,Houses per 1000 people,330.4
Whoe Country,2005,Population figures,47279.0
Whoe Country,2005,The number of houses,15622.5
Whoe Country,2010,Houses per 1000 people,363.8
Whoe Country,2010,Houses per 1000 people,356.8
Whoe Country,2010,Population figures,48580.3
Whoe Country,2010,Population figures,49711.0
Whoe Country,2010,The number of houses,17672.1
Whoe Country,2010,The number of houses,17739.0
Whoe Country,2015,Houses per 1000 people,383.0
Whoe Country,2015,Population figures,51069.4
Whoe Country,2015,The number of houses,19559.1
Whoe Country,2016,Houses per 1000 people,387.7
Whoe Country,2016,Population figures,51269.6
Whoe Country,2016,The number of houses,19877.1
Whoe Country,2017,Houses per 1000 people,395.0
Whoe Country,2017,Population figures,51422.5
Whoe Country,2017,The number of houses,20313.4
Whoe Country,2018,Houses per 1000 people,0.0
Whoe Country,2018,Houses per 1000 people,403.2
Whoe Country,2018,Population figures,0.0
Whoe Country,2018,Population figures,51629.5
Whoe Country,2018,The number of houses,0.0
Whoe Country,2018,The number of houses,20818.0
Whoe Country,2019,Houses per 1000 people,0.0
Whoe Country,2019,Houses per 1000 people,411.6
Whoe Country,2019,Population figures,0.0
Whoe Country,2019,Population figures,51779.2
Whoe Country,2019,The number of houses,0.0
Whoe Country,2019,The number of houses,21310.1
Whoe Country,2020,Houses per 1000 people,0.0
Whoe Country,2020,Houses per 1000 people,418.2
Whoe Country,2020,Population figures,0.0
Whoe Country,2020,Population figures,51829.1
Whoe Country,2020,The number of houses,0.0
Whoe Country,2020,The number of houses,21673.5
Whoe Country,2021,Houses per 1000 people,0.0
Whoe Country,2021,Houses per 1000 people,423.6
Whoe Country,2021,Population figures,0.0
Whoe Country,2021,Population figures,51738.1
Whoe Country,2021,The number of houses,0.0
Whoe Country,2021,The number of houses,21917.2
Whoe Country,2022,Houses per 1000 people,0.0
Whoe Country,2022,Houses per 1000 people,430.2
Whoe Country,2022,Population figures,0.0
Whoe Country,2022,Population figures,51692.3
Whoe Country,2022,The number of houses,0.0
Whoe Country,2022,The number of houses,22236.9
Whoe Country,2023,Houses per 1000 people,0.0
Whoe Country,2023,Houses per 1000 people,437.0
Whoe Country,2023,Population figures,0.0
Whoe Country,2023,Population figures,51774.5
Whoe Country,2023,The number of houses,0.0
Whoe Country,2023,The number of houses,22623.9
